segment,memory,trial,reaction_time,retention_time
0,0,0,0.46007667944657443,51.75862643773962
0,0,1,0.3400566761126855,58.00966827804634
0,0,2,0.3400566761126855,19.75329221536923
0,0,3,0.6501083513918987,22.703783963994
0,0,4,0.4100683447241207,58.00966827804634
0,0,5,0.8701450241706952,58.00966827804634
0,0,6,0.8601433572262044,12.842140356726121
0,0,7,0.5900983497249542,27.184530755125856
0,0,8,0.3300550091681947,14.492415402567095
0,0,9,1.6602767127854643,4.780796799466578
0,0,10,0.5700950158359727,35.94599099849975
0,0,11,0.4100683447241207,46.49774962493749
0,0,12,0.46007667944657443,37.756292715452574
0,0,13,0.3500583430571762,58.00966827804634
0,0,14,0.31005167527921323,58.00966827804634
0,0,15,0.7401233538923154,16.142690448408068
0,0,16,0.9201533588931489,4.68078013002167
0,0,17,0.5800966827804634,29.464910818469747
0,0,18,0.38006334389064844,41.176862810468414
0,0,19,0.5400900150025004,58.00966827804634
0,0,20,0.48008001333555594,25.864310718453076
0,0,21,0.28004667444574094,14.052342057009502
0,0,22,0.4300716786131022,58.00966827804634
0,0,23,0.3900650108351392,35.21586931155193
0,0,24,0.7001166861143524,58.00966827804634
0,0,25,0.4700783463910652,18.06301050175029
0,0,26,0.7901316886147691,58.00966827804634
0,0,27,0.40006667777962995,57.139523253875645
0,0,28,0.5800966827804634,58.00966827804634
0,0,29,0.40006667777962995,30.73512252042007
0,0,30,0.5500916819469912,58.00966827804634
0,0,31,0.360060010001667,52.858809801633605
0,0,32,0.6201033505584265,27.37456242707118
0,0,33,0.3700616769461577,58.00966827804634
0,0,34,0.4300716786131022,58.00966827804634
0,0,35,0.46007667944657443,18.633105517586266
0,0,36,0.6201033505584265,35.54592432072012
0,0,37,0.4400733455575929,28.094682447074515
0,0,38,0.520086681113519,58.00966827804634
0,0,39,0.4500750125020837,39.53658943157193
0,0,40,0.40006667777962995,20.55342557092849
0,0,41,1.3702283713952326,31.685280880146692
0,0,42,0.5600933488914819,58.00966827804634
0,0,43,0.5000833472245374,55.39923320553426
0,0,44,0.42007001166861146,29.474912485414237
0,0,45,0.49008168028004667,36.49608268044674
0,0,46,0.6001000166694449,58.00966827804634
0,0,47,0.6301050175029171,25.594265710951827
0,0,48,0.5800966827804634,51.508584764127356
0,0,49,0.4700783463910652,58.00966827804634
