N,P,seed,stable,tail_time,min_retention,output_dir
24,10,202,True,8.0,8.008008008008009,outputs\20251222-163637-517865
24,10,303,True,8.0,8.008008008008009,outputs\20251222-163640-076283
24,10,404,False,8.0,4.41941941941942,outputs\20251222-163642-617892
24,10,505,False,8.0,5.832499165832499,outputs\20251222-163645-273676
24,10,606,True,8.0,8.008008008008009,outputs\20251222-163647-770442
24,10,707,True,8.0,8.008008008008009,outputs\20251222-163650-287050
24,12,101,False,8.0,3.541875208541875,outputs\20251222-163652-806731
24,12,202,True,8.0,8.008008008008009,outputs\20251222-163655-499931
24,12,303,True,8.0,8.008008008008009,outputs\20251222-163658-167446
24,12,404,False,8.0,3.870537203870537,outputs\20251222-163700-753750
24,12,505,False,8.0,4.43943943943944,outputs\20251222-163703-299171
24,12,606,False,8.0,5.428762095428762,outputs\20251222-163705-874578
24,12,707,True,8.0,8.008008008008009,outputs\20251222-163708-469095
24,14,101,False,8.0,3.2982982982982985,outputs\20251222-163711-030079
24,14,202,True,8.0,8.008008008008009,outputs\20251222-163713-651364
24,14,303,True,8.0,8.008008008008009,outputs\20251222-163716-363010
24,14,404,False,8.0,2.914581247914581,outputs\20251222-163719-039944
24,14,505,False,8.0,3.725392058725392,outputs\20251222-163721-687692
24,14,606,False,8.0,4.351017684351018,outputs\20251222-163724-362685
24,14,707,True,8.0,8.008008008008009,outputs\20251222-163727-022096
24,16,101,False,8.0,3.3333333333333335,outputs\20251222-163729-712539
24,16,202,True,8.0,8.008008008008009,outputs\20251222-163732-485829
24,16,303,True,8.0,8.008008008008009,outputs\20251222-163735-289227
24,16,404,False,8.0,3.164831498164831,outputs\20251222-163738-110025
24,16,505,False,8.0,4.095762429095763,outputs\20251222-163740-885873
24,16,606,False,8.0,4.180847514180848,outputs\20251222-163743-644074
24,16,707,True,8.0,8.008008008008009,outputs\20251222-163746-587571
24,18,101,False,8.0,3.0030030030030033,outputs\20251222-163749-310826
24,18,202,True,8.0,8.008008008008009,outputs\20251222-163752-176263
24,18,303,True,8.0,8.008008008008009,outputs\20251222-163755-085007
24,18,404,False,8.0,2.667667667667667,outputs\20251222-163757-925260
24,18,505,False,8.0,3.2382382382382384,outputs\20251222-163800-813102
24,18,606,False,8.0,3.60694027360694,outputs\20251222-163803-763655
24,18,707,True,8.0,8.008008008008009,outputs\20251222-163806-617673
24,20,101,False,8.0,2.861194527861194,outputs\20251222-163809-496568
24,20,202,True,8.0,8.008008008008009,outputs\20251222-163812-470520
24,20,303,True,8.0,8.008008008008009,outputs\20251222-163815-479290
24,20,404,False,8.0,2.7577577577577572,outputs\20251222-163818-508008
24,20,505,False,8.0,2.7394060727394063,outputs\20251222-163821-565486
24,20,606,False,8.0,3.0864197530864197,outputs\20251222-163824-461560
24,20,707,True,8.0,8.008008008008009,outputs\20251222-163827-359869
32,5,101,True,8.0,8.008008008008009,outputs\20251222-163830-397905
32,5,202,True,8.0,8.008008008008009,outputs\20251222-163832-814336
32,5,303,True,8.0,8.008008008008009,outputs\20251222-163835-108500
32,5,404,True,8.0,8.008008008008009,outputs\20251222-163837-379312
32,5,505,True,8.0,8.008008008008009,outputs\20251222-163839-600335
32,5,606,True,8.0,8.008008008008009,outputs\20251222-163841-828416
32,5,707,True,8.0,8.008008008008009,outputs\20251222-163844-309540
32,6,101,True,8.0,8.008008008008009,outputs\20251222-163846-595132
32,6,202,True,8.0,8.008008008008009,outputs\20251222-163848-855661
32,6,303,True,8.0,8.008008008008009,outputs\20251222-163851-094975
32,6,404,True,8.0,8.008008008008009,outputs\20251222-163853-461213
32,6,505,True,8.0,8.008008008008009,outputs\20251222-163855-734652
32,6,606,True,8.0,8.008008008008009,outputs\20251222-163857-982602
32,6,707,True,8.0,8.008008008008009,outputs\20251222-163900-284513
32,8,101,True,8.0,8.008008008008009,outputs\20251222-163902-524290
32,8,202,True,8.0,8.008008008008009,outputs\20251222-163904-866410
32,8,303,True,8.0,8.008008008008009,outputs\20251222-163907-202311
32,8,404,False,8.0,6.014347681014347,outputs\20251222-163909-543777
32,8,505,False,8.0,5.757424090757424,outputs\20251222-163911-864597
32,8,606,True,8.0,8.008008008008009,outputs\20251222-163914-292368
32,8,707,True,8.0,8.008008008008009,outputs\20251222-163916-651280
32,10,101,False,8.0,6.616616616616617,outputs\20251222-163919-005199
32,10,202,True,8.0,8.008008008008009,outputs\20251222-163921-465126
32,10,303,True,8.0,8.008008008008009,outputs\20251222-163923-930972
32,10,404,False,8.0,5.276943610276944,outputs\20251222-163926-391746
32,10,505,True,8.0,8.008008008008009,outputs\20251222-163928-837470
32,10,606,True,8.0,8.008008008008009,outputs\20251222-163931-307240
32,10,707,True,8.0,8.008008008008009,outputs\20251222-163933-818554
32,12,101,False,8.0,4.978311644978311,outputs\20251222-163936-311287
32,12,202,True,8.0,8.008008008008009,outputs\20251222-163938-938127
32,12,303,True,8.0,8.008008008008009,outputs\20251222-163941-562584
32,12,404,False,8.0,4.828161494828161,outputs\20251222-163944-334536
32,12,505,True,8.0,8.008008008008009,outputs\20251222-163946-969602
32,12,606,True,8.0,8.008008008008009,outputs\20251222-163949-627309
32,12,707,True,8.0,8.008008008008009,outputs\20251222-163952-246046
32,14,101,False,8.0,4.082415749082416,outputs\20251222-163954-919387
32,14,202,True,8.0,8.008008008008009,outputs\20251222-163957-684529
32,14,303,True,8.0,8.008008008008009,outputs\20251222-164000-374616
32,14,404,True,8.0,8.008008008008009,outputs\20251222-164003-075479
32,14,505,True,8.0,8.008008008008009,outputs\20251222-164005-825800
32,14,606,True,8.0,8.008008008008009,outputs\20251222-164008-686980
32,14,707,True,8.0,8.008008008008009,outputs\20251222-164011-427047
32,16,101,False,8.0,4.2592592592592595,outputs\20251222-164014-110734
32,16,202,False,8.0,4.8665331998665335,outputs\20251222-164016-917601
32,16,303,True,8.0,8.008008008008009,outputs\20251222-164019-868224
32,16,404,False,8.0,4.606272939606273,outputs\20251222-164022-783762
32,16,505,True,8.0,8.008008008008009,outputs\20251222-164025-617298
32,16,606,False,8.0,5.772439105772439,outputs\20251222-164028-442704
32,16,707,True,8.0,8.008008008008009,outputs\20251222-164031-252569
32,18,101,False,8.0,4.738071404738071,outputs\20251222-164034-083620
32,18,202,False,8.0,5.839172505839173,outputs\20251222-164036-946053
32,18,303,True,8.0,8.008008008008009,outputs\20251222-164039-842541
32,18,404,False,8.0,5.405405405405406,outputs\20251222-164042-772641
32,18,505,True,8.0,8.008008008008009,outputs\20251222-164045-798277
32,18,606,True,8.0,8.008008008008009,outputs\20251222-164048-709154
32,18,707,True,8.0,8.008008008008009,outputs\20251222-164051-760830
32,20,101,False,8.0,6.194527861194527,outputs\20251222-164054-810723
32,20,202,False,8.0,4.77977977977978,outputs\20251222-164057-854946
32,20,303,False,8.0,5.1234567901234565,outputs\20251222-164100-942754
32,20,404,False,8.0,3.78712045378712,outputs\20251222-164103-941249
32,20,505,True,8.0,8.008008008008009,outputs\20251222-164106-975055
32,20,606,True,8.0,8.008008008008009,outputs\20251222-164109-965224
32,20,707,True,8.0,8.008008008008009,outputs\20251222-164112-977975
40,5,101,True,8.0,8.008008008008009,outputs\20251222-164116-041331
40,5,202,True,8.0,8.008008008008009,outputs\20251222-164118-452047
40,5,303,True,8.0,8.008008008008009,outputs\20251222-164120-808525
40,5,404,True,8.0,8.008008008008009,outputs\20251222-164123-113774
40,5,505,True,8.0,8.008008008008009,outputs\20251222-164125-349266
40,5,606,True,8.0,8.008008008008009,outputs\20251222-164127-603797
40,5,707,True,8.0,8.008008008008009,outputs\20251222-164129-828904
40,6,101,True,8.0,8.008008008008009,outputs\20251222-164132-075694
40,6,202,True,8.0,8.008008008008009,outputs\20251222-164134-372638
40,6,303,True,8.0,8.008008008008009,outputs\20251222-164136-937658
40,6,404,True,8.0,8.008008008008009,outputs\20251222-164139-324690
40,6,505,True,8.0,8.008008008008009,outputs\20251222-164141-688096
40,6,606,True,8.0,8.008008008008009,outputs\20251222-164144-198904
40,6,707,True,8.0,8.008008008008009,outputs\20251222-164146-645253
40,8,101,True,8.0,8.008008008008009,outputs\20251222-164149-076362
40,8,202,True,8.0,8.008008008008009,outputs\20251222-164151-538075
40,8,303,True,8.0,8.008008008008009,outputs\20251222-164154-100136
40,8,404,True,8.0,8.008008008008009,outputs\20251222-164156-563759
40,8,505,True,8.0,8.008008008008009,outputs\20251222-164159-068006
40,8,606,True,8.0,8.008008008008009,outputs\20251222-164201-596408
40,8,707,True,8.0,8.008008008008009,outputs\20251222-164204-103719
40,10,101,True,8.0,8.008008008008009,outputs\20251222-164206-617666
40,10,202,True,8.0,8.008008008008009,outputs\20251222-164209-231821
40,10,303,True,8.0,8.008008008008009,outputs\20251222-164211-841390
40,10,404,True,8.0,8.008008008008009,outputs\20251222-164214-419025
40,10,505,True,8.0,8.008008008008009,outputs\20251222-164216-966918
40,10,606,True,8.0,8.008008008008009,outputs\20251222-164219-501140
40,10,707,True,8.0,8.008008008008009,outputs\20251222-164221-994977
40,12,101,True,8.0,8.008008008008009,outputs\20251222-164224-539187
40,12,202,True,8.0,8.008008008008009,outputs\20251222-164227-146109
40,12,303,True,8.0,8.008008008008009,outputs\20251222-164229-791263
40,12,404,True,8.0,8.008008008008009,outputs\20251222-164232-485875
40,12,505,True,8.0,8.008008008008009,outputs\20251222-164235-102710
40,12,606,True,8.0,8.008008008008009,outputs\20251222-164237-828888
40,12,707,False,8.0,7.901234567901234,outputs\20251222-164240-516948
40,14,101,True,8.0,8.008008008008009,outputs\20251222-164243-194784
40,14,202,True,8.0,8.008008008008009,outputs\20251222-164246-130906
40,14,303,True,8.0,8.008008008008009,outputs\20251222-164248-888916
40,14,404,True,8.0,8.008008008008009,outputs\20251222-164251-701882
40,14,505,True,8.0,8.008008008008009,outputs\20251222-164254-608747
40,14,606,False,8.0,5.817484150817484,outputs\20251222-164257-391970
40,14,707,False,8.0,6.730063396730063,outputs\20251222-164300-164402
40,16,101,True,8.0,8.008008008008009,outputs\20251222-164302-907800
40,16,202,True,8.0,8.008008008008009,outputs\20251222-164305-959002
40,16,303,True,8.0,8.008008008008009,outputs\20251222-164309-172863
40,16,404,True,8.0,8.008008008008009,outputs\20251222-164312-081603
40,16,505,False,8.0,6.750083416750083,outputs\20251222-164314-968842
40,16,606,False,8.0,4.029029029029029,outputs\20251222-164317-932686
40,16,707,False,8.0,3.670337003670337,outputs\20251222-164320-855322
40,18,101,False,8.0,5.6006006006006,outputs\20251222-164323-817529
40,18,202,True,8.0,8.008008008008009,outputs\20251222-164326-841798
40,18,303,False,8.0,6.846846846846847,outputs\20251222-164329-920967
40,18,404,False,8.0,6.374708041374707,outputs\20251222-164332-965608
40,18,505,True,8.0,8.008008008008009,outputs\20251222-164336-081483
40,18,606,True,8.0,8.008008008008009,outputs\20251222-164339-042181
40,18,707,False,8.0,3.4651317984651318,outputs\20251222-164341-997842
40,20,101,False,8.0,7.379045712379046,outputs\20251222-164345-103083
40,20,202,True,8.0,8.008008008008009,outputs\20251222-164348-192118
40,20,303,False,8.0,6.828495161828496,outputs\20251222-164351-246921
40,20,404,False,8.0,6.479813146479813,outputs\20251222-164354-372081
40,20,505,False,8.0,4.763096429763096,outputs\20251222-164357-419494
40,20,606,False,8.0,6.066066066066067,outputs\20251222-164400-427674
40,20,707,False,8.0,4.8765432098765435,outputs\20251222-164403-446178
48,5,101,True,8.0,8.008008008008009,outputs\20251222-164406-506941
48,5,202,True,8.0,8.008008008008009,outputs\20251222-164408-826450
48,5,303,True,8.0,8.008008008008009,outputs\20251222-164411-147323
48,5,404,True,8.0,8.008008008008009,outputs\20251222-164413-513039
48,5,505,True,8.0,8.008008008008009,outputs\20251222-164415-907853
48,5,606,True,8.0,8.008008008008009,outputs\20251222-164418-375814
48,5,707,True,8.0,8.008008008008009,outputs\20251222-164420-798642
48,6,101,True,8.0,8.008008008008009,outputs\20251222-164423-282925
48,6,202,True,8.0,8.008008008008009,outputs\20251222-164425-698356
48,6,303,True,8.0,8.008008008008009,outputs\20251222-164428-086105
48,6,404,True,8.0,8.008008008008009,outputs\20251222-164430-460179
48,6,505,True,8.0,8.008008008008009,outputs\20251222-164432-809472
48,6,606,True,8.0,8.008008008008009,outputs\20251222-164435-254691
48,6,707,True,8.0,8.008008008008009,outputs\20251222-164437-678717
48,8,101,True,8.0,8.008008008008009,outputs\20251222-164440-111604
48,8,202,True,8.0,8.008008008008009,outputs\20251222-164442-670972
48,8,303,True,8.0,8.008008008008009,outputs\20251222-164445-394647
48,8,404,True,8.0,8.008008008008009,outputs\20251222-164447-967899
48,8,505,True,8.0,8.008008008008009,outputs\20251222-164450-508342
48,8,606,True,8.0,8.008008008008009,outputs\20251222-164453-108511
48,8,707,True,8.0,8.008008008008009,outputs\20251222-164455-637952
48,10,101,True,8.0,8.008008008008009,outputs\20251222-164458-175554
48,10,202,True,8.0,8.008008008008009,outputs\20251222-164500-817864
48,10,303,True,8.0,8.008008008008009,outputs\20251222-164503-483278
48,10,404,True,8.0,8.008008008008009,outputs\20251222-164506-089306
48,10,505,True,8.0,8.008008008008009,outputs\20251222-164508-777122
48,10,606,True,8.0,8.008008008008009,outputs\20251222-164511-391424
48,10,707,True,8.0,8.008008008008009,outputs\20251222-164514-068628
48,12,101,False,8.0,6.5081748415081755,outputs\20251222-164516-698371
48,12,202,True,8.0,8.008008008008009,outputs\20251222-164519-466387
48,12,303,True,8.0,8.008008008008009,outputs\20251222-164522-213407
48,12,404,True,8.0,8.008008008008009,outputs\20251222-164524-974895
48,12,505,True,8.0,8.008008008008009,outputs\20251222-164527-747500
48,12,606,True,8.0,8.008008008008009,outputs\20251222-164530-534330
48,12,707,True,8.0,8.008008008008009,outputs\20251222-164533-303381
48,14,101,False,8.0,6.009342676009342,outputs\20251222-164536-062865
48,14,202,True,8.0,8.008008008008009,outputs\20251222-164538-845297
48,14,303,True,8.0,8.008008008008009,outputs\20251222-164541-658486
48,14,404,True,8.0,8.008008008008009,outputs\20251222-164544-656223
48,14,505,True,8.0,8.008008008008009,outputs\20251222-164547-454229
48,14,606,False,8.0,6.329662996329662,outputs\20251222-164550-241202
48,14,707,True,8.0,8.008008008008009,outputs\20251222-164553-122899
48,16,101,False,8.0,6.079412746079413,outputs\20251222-164555-899203
48,16,202,True,8.0,8.008008008008009,outputs\20251222-164558-797786
48,16,303,True,8.0,8.008008008008009,outputs\20251222-164601-741022
48,16,404,True,8.0,8.008008008008009,outputs\20251222-164604-662793
48,16,505,True,8.0,8.008008008008009,outputs\20251222-164607-761386
48,16,606,False,8.0,5.857524190857524,outputs\20251222-164610-881478
48,16,707,True,8.0,8.008008008008009,outputs\20251222-164613-887105
48,18,101,False,8.0,5.3586920253586925,outputs\20251222-164616-926793
48,18,202,True,8.0,8.008008008008009,outputs\20251222-164619-967360
48,18,303,True,8.0,8.008008008008009,outputs\20251222-164623-033820
48,18,404,True,8.0,8.008008008008009,outputs\20251222-164626-146978
48,18,505,True,8.0,8.008008008008009,outputs\20251222-164629-255013
48,18,606,False,8.0,6.207874541207874,outputs\20251222-164632-301281
48,18,707,True,8.0,8.008008008008009,outputs\20251222-164635-449099
48,20,101,False,8.0,5.315315315315315,outputs\20251222-164638-538405
48,20,202,True,8.0,8.008008008008009,outputs\20251222-164641-957563
48,20,303,True,8.0,8.008008008008009,outputs\20251222-164645-407371
48,20,404,True,8.0,8.008008008008009,outputs\20251222-164648-616828
48,20,505,True,8.0,8.008008008008009,outputs\20251222-164651-791471
48,20,606,False,8.0,6.324657991324657,outputs\20251222-164655-044201
48,20,707,False,8.0,5.323656990323657,outputs\20251222-164658-197059
56,5,101,True,8.0,8.008008008008009,outputs\20251222-164701-317944
56,5,202,True,8.0,8.008008008008009,outputs\20251222-164703-658611
56,5,303,True,8.0,8.008008008008009,outputs\20251222-164706-017466
56,5,404,True,8.0,8.008008008008009,outputs\20251222-164708-374299
56,5,505,True,8.0,8.008008008008009,outputs\20251222-164710-781740
56,5,606,True,8.0,8.008008008008009,outputs\20251222-164713-448291
56,5,707,True,8.0,8.008008008008009,outputs\20251222-164715-979911
56,6,101,True,8.0,8.008008008008009,outputs\20251222-164718-245060
56,6,202,True,8.0,8.008008008008009,outputs\20251222-164720-576669
56,6,303,True,8.0,8.008008008008009,outputs\20251222-164722-900035
56,6,404,True,8.0,8.008008008008009,outputs\20251222-164725-208725
56,6,505,True,8.0,8.008008008008009,outputs\20251222-164727-514277
56,6,606,True,8.0,8.008008008008009,outputs\20251222-164729-824482
56,6,707,True,8.0,8.008008008008009,outputs\20251222-164732-177171
56,8,101,True,8.0,8.008008008008009,outputs\20251222-164734-520844
56,8,202,True,8.0,8.008008008008009,outputs\20251222-164737-105380
56,8,303,True,8.0,8.008008008008009,outputs\20251222-164739-644527
56,8,404,True,8.0,8.008008008008009,outputs\20251222-164742-166175
56,8,505,True,8.0,8.008008008008009,outputs\20251222-164744-867578
56,8,606,True,8.0,8.008008008008009,outputs\20251222-164747-435590
56,8,707,True,8.0,8.008008008008009,outputs\20251222-164749-975389
56,10,101,True,8.0,8.008008008008009,outputs\20251222-164752-557834
56,10,202,True,8.0,8.008008008008009,outputs\20251222-164755-246479
56,10,303,True,8.0,8.008008008008009,outputs\20251222-164757-872687
56,10,404,True,8.0,8.008008008008009,outputs\20251222-164800-489350
56,10,505,True,8.0,8.008008008008009,outputs\20251222-164803-127117
56,10,606,True,8.0,8.008008008008009,outputs\20251222-164805-762553
56,10,707,True,8.0,8.008008008008009,outputs\20251222-164808-648472
56,12,101,True,8.0,8.008008008008009,outputs\20251222-164811-462246
56,12,202,True,8.0,8.008008008008009,outputs\20251222-164814-257244
56,12,303,True,8.0,8.008008008008009,outputs\20251222-164817-008972
56,12,404,True,8.0,8.008008008008009,outputs\20251222-164819-755684
56,12,505,True,8.0,8.008008008008009,outputs\20251222-164822-479321
56,12,606,True,8.0,8.008008008008009,outputs\20251222-164825-231369
56,12,707,True,8.0,8.008008008008009,outputs\20251222-164827-986211
56,14,101,True,8.0,8.008008008008009,outputs\20251222-164830-762142
56,14,202,True,8.0,8.008008008008009,outputs\20251222-164833-650727
56,14,303,True,8.0,8.008008008008009,outputs\20251222-164836-471331
56,14,404,True,8.0,8.008008008008009,outputs\20251222-164839-267001
56,14,505,True,8.0,8.008008008008009,outputs\20251222-164842-024863
56,14,606,True,8.0,8.008008008008009,outputs\20251222-164844-972123
56,14,707,True,8.0,8.008008008008009,outputs\20251222-164847-735357
56,16,101,True,8.0,8.008008008008009,outputs\20251222-164850-489762
56,16,202,True,8.0,8.008008008008009,outputs\20251222-164853-484869
56,16,303,True,8.0,8.008008008008009,outputs\20251222-164856-359041
56,16,404,True,8.0,8.008008008008009,outputs\20251222-164859-392238
56,16,505,True,8.0,8.008008008008009,outputs\20251222-164902-429786
56,16,606,False,8.0,6.501501501501502,outputs\20251222-164905-430503
56,16,707,False,8.0,7.5475475475475475,outputs\20251222-164908-405222
56,18,101,True,8.0,8.008008008008009,outputs\20251222-164911-430911
56,18,202,True,8.0,8.008008008008009,outputs\20251222-164914-510308
56,18,303,False,8.0,7.37570904237571,outputs\20251222-164917-764376
56,18,404,True,8.0,8.008008008008009,outputs\20251222-164920-862441
56,18,505,False,8.0,6.369703036369702,outputs\20251222-164923-989640
56,18,606,True,8.0,8.008008008008009,outputs\20251222-164927-100148
56,18,707,False,8.0,5.2686019352686015,outputs\20251222-164930-211931
56,20,101,True,8.0,8.008008008008009,outputs\20251222-164933-313491
56,20,202,False,8.0,6.4030697364030695,outputs\20251222-164936-489095
56,20,303,False,8.0,6.9903236569903235,outputs\20251222-164939-646909
56,20,404,True,8.0,8.008008008008009,outputs\20251222-164942-732891
56,20,505,False,8.0,6.58324991658325,outputs\20251222-164945-961333
56,20,606,False,8.0,4.928261594928261,outputs\20251222-164949-077517
56,20,707,False,8.0,6.179512846179513,outputs\20251222-164952-215492
64,5,101,True,8.0,8.008008008008009,outputs\20251222-164955-391141
64,5,202,True,8.0,8.008008008008009,outputs\20251222-164957-691096
64,5,303,True,8.0,8.008008008008009,outputs\20251222-165000-042255
64,5,404,True,8.0,8.008008008008009,outputs\20251222-165002-347967
64,5,505,True,8.0,8.008008008008009,outputs\20251222-165004-659023
64,5,606,True,8.0,8.008008008008009,outputs\20251222-165006-982726
64,5,707,True,8.0,8.008008008008009,outputs\20251222-165009-283698
64,6,101,True,8.0,8.008008008008009,outputs\20251222-165011-571419
64,6,202,True,8.0,8.008008008008009,outputs\20251222-165013-965229
64,6,303,True,8.0,8.008008008008009,outputs\20251222-165016-364365
64,6,404,True,8.0,8.008008008008009,outputs\20251222-165018-946281
64,6,505,True,8.0,8.008008008008009,outputs\20251222-165021-460622
64,6,606,True,8.0,8.008008008008009,outputs\20251222-165023-913533
64,6,707,True,8.0,8.008008008008009,outputs\20251222-165026-379648
64,8,101,True,8.0,8.008008008008009,outputs\20251222-165028-847578
64,8,202,True,8.0,8.008008008008009,outputs\20251222-165031-431373
64,8,303,True,8.0,8.008008008008009,outputs\20251222-165034-041793
64,8,404,True,8.0,8.008008008008009,outputs\20251222-165036-930837
64,8,505,True,8.0,8.008008008008009,outputs\20251222-165039-625497
64,8,606,True,8.0,8.008008008008009,outputs\20251222-165042-219713
64,8,707,True,8.0,8.008008008008009,outputs\20251222-165044-918240
64,10,101,True,8.0,8.008008008008009,outputs\20251222-165047-551253
64,10,202,True,8.0,8.008008008008009,outputs\20251222-165050-258333
64,10,303,True,8.0,8.008008008008009,outputs\20251222-165053-005937
64,10,404,True,8.0,8.008008008008009,outputs\20251222-165055-744864
64,10,505,True,8.0,8.008008008008009,outputs\20251222-165058-445771
64,10,606,True,8.0,8.008008008008009,outputs\20251222-165101-174509
64,10,707,True,8.0,8.008008008008009,outputs\20251222-165103-880466
64,12,101,True,8.0,8.008008008008009,outputs\20251222-165106-589813
64,12,202,True,8.0,8.008008008008009,outputs\20251222-165109-411783
64,12,303,True,8.0,8.008008008008009,outputs\20251222-165112-236558
64,12,404,True,8.0,8.008008008008009,outputs\20251222-165115-071080
64,12,505,True,8.0,8.008008008008009,outputs\20251222-165118-006598
64,12,606,True,8.0,8.008008008008009,outputs\20251222-165120-922426
64,12,707,True,8.0,8.008008008008009,outputs\20251222-165123-646113
64,14,101,True,8.0,8.008008008008009,outputs\20251222-165126-382781
64,14,202,True,8.0,8.008008008008009,outputs\20251222-165129-385780
64,14,303,True,8.0,8.008008008008009,outputs\20251222-165132-348460
64,14,404,True,8.0,8.008008008008009,outputs\20251222-165135-383871
64,14,505,True,8.0,8.008008008008009,outputs\20251222-165138-247445
64,14,606,True,8.0,8.008008008008009,outputs\20251222-165141-082372
64,14,707,True,8.0,8.008008008008009,outputs\20251222-165144-053768
64,16,101,True,8.0,8.008008008008009,outputs\20251222-165146-995898
64,16,202,True,8.0,8.008008008008009,outputs\20251222-165149-979482
64,16,303,True,8.0,8.008008008008009,outputs\20251222-165153-020002
64,16,404,True,8.0,8.008008008008009,outputs\20251222-165156-054907
64,16,505,True,8.0,8.008008008008009,outputs\20251222-165159-066741
64,16,606,True,8.0,8.008008008008009,outputs\20251222-165202-019882
64,16,707,True,8.0,8.008008008008009,outputs\20251222-165204-965842
64,18,101,True,8.0,8.008008008008009,outputs\20251222-165207-923537
64,18,202,True,8.0,8.008008008008009,outputs\20251222-165210-997693
