segment,memory,trial,reaction_time,retention_time
0,0,0,0.5000833472245374,42.19703283880647
0,0,1,0.6401066844474079,43.07717952992166
0,0,2,0.4400733455575929,58.00966827804634
0,0,3,0.3300550091681947,40.58676446074346
0,0,4,1.8203033838973164,58.00966827804634
0,0,5,0.720120020003334,58.00966827804634
0,0,6,,0.0
0,0,7,0.5700950158359727,58.00966827804634
0,0,8,0.4100683447241207,10.051675279213203
0,0,9,0.5400900150025004,58.00966827804634
0,0,10,0.6201033505584265,58.00966827804634
0,0,11,0.3900650108351392,58.00966827804634
0,0,12,0.3300550091681947,26.664444074012337
0,0,13,0.5900983497249542,46.31771961993666
0,0,14,0.5100850141690282,51.43857309551592
0,0,15,0.6201033505584265,31.625270878479746
0,0,16,0.720120020003334,58.00966827804634
0,0,17,0.7601266877812969,58.00966827804634
0,0,18,0.3900650108351392,41.9469911651942
0,0,19,0.4700783463910652,58.00966827804634
0,0,20,0.5700950158359727,38.29638273045508
0,0,21,0.6001000166694449,37.546257709618274
0,0,22,0.49008168028004667,15.072512085347558
0,0,23,0.5000833472245374,32.635439239873314
0,0,24,0.4700783463910652,58.00966827804634
0,0,25,0.520086681113519,22.113685614269045
0,0,26,0.5300883480580096,58.00966827804634
0,0,27,0.7701283547257877,22.413735622603767
0,0,28,0.6701116852808802,14.1623603933989
0,0,29,0.7001166861143524,25.38423070511752
0,0,30,0.8501416902817136,12.95215869311552
0,0,31,1.160193365560927,14.02233705617603
0,0,32,0.5700950158359727,58.00966827804634
0,0,33,0.7701283547257877,27.954659109851644
0,0,34,0.520086681113519,38.84647441240207
0,0,35,0.7401233538923154,58.00966827804634
0,0,36,0.31005167527921323,58.00966827804634
0,0,37,0.5300883480580096,31.975329221536924
0,0,38,0.4700783463910652,38.036339389898316
0,0,39,0.48008001333555594,58.00966827804634
0,0,40,0.5500916819469912,57.609601600266714
0,0,41,0.5000833472245374,58.00966827804634
0,0,42,0.6601100183363894,58.00966827804634
0,0,43,0.5800966827804634,25.834305717619603
0,0,44,0.3700616769461577,58.00966827804634
0,0,45,0.5900983497249542,58.00966827804634
0,0,46,0.6401066844474079,58.00966827804634
0,0,47,0.48008001333555594,58.00966827804634
0,0,48,0.7301216869478246,26.61443573928988
0,0,49,0.6301050175029171,56.59943323887315
